project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2020-203,5ae99343,6/1/20,R. Williams,Issue Log,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,0,Hot,57,42
PRJ-2020-203,2b9ba21d,2020-06-02,J. Martinez,Inspection Note,"Crew arrived 0600. Weather: Partly cloudy, 65°F. 16 workers on site. Focus today: hanging VAV boxes wing B. Ahead of plan.",1,Rain,64,65
PRJ-2020-203,40173c07,2020-06-04,J. Martinez,Safety Log,Installed 130 diffusers on floor 1. Rework required grid C-4. Inspections needed: rough-in Friday.,2,Cloudy,60,44
PRJ-2020-203,019f67fc,2020-06-05,R. Williams,Inspection Note,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,2,Cold,93,36
PRJ-2020-203,c048f236,2020-06-08,R. Williams,Daily Report,Received delivery of VAV boxes - 52 units. All accounted for. Staged at floor 3 staging.,0,Hot,58,52
PRJ-2020-203,c7259357,2020-06-09,J. Martinez,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 11.",5,Cloudy,87,57
PRJ-2020-203,01f1f11f,6/15/20,R. Williams,Inspection Note,Installed 165 LF of duct on floor 1. Rework required grid C-4. Inspections needed: none.,4,Hot,69,57
PRJ-2020-203,8f88b5f4,2020-06-16,R. Williams,Safety Log,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,1,Cold,65,67
PRJ-2020-203,7ea5829b,2020-06-17,R. Williams,Safety Log,Working in mechanical room - 84% complete this zone. Remaining: controls terminations.,1,Hot,96,68
PRJ-2020-203,01c8261d,2020-06-19,K. Thompson,Daily Report,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Ran refrigerant lines to condensers.,1,Rain,56,47
PRJ-2020-203,25e4458f,2020-06-22,J. Martinez,Inspection Note,Material issue encountered: field conditions don't match drawings. Resolution: RFI submitted. Impact: schedule neutral.,5,Cold,65,35
PRJ-2020-203,179d0a7d,2020-06-23,J. Martinez,Issue Log,Installed 142 VAV boxes on floor 1. Rework required grid C-4. Inspections needed: rough-in Friday.,3,Cloudy,58,58
PRJ-2020-203,ea8615ae,6/24/20,M. Chen,Daily Report,Received delivery of insulation - 160 units. Matched PO. Staged at floor 3 staging.,0,Clear,66,71
PRJ-2020-203,36ec6fc0,2020-06-26,K. Thompson,Inspection Note,Crew arrived 0630. Weather: Rain - indoor work only. 4 workers on site. Focus today: equipment rigging. Waiting on RFI response to proceed.,4,Cloudy,58,65
PRJ-2020-203,eb734604,2020-06-30,K. Thompson,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 9.",4,Clear,93,61
PRJ-2020-203,a1eeca5a,7/2/20,R. Williams,Coordination Note,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,0,Cold,84,40
PRJ-2020-203,67f16515,7/6/20,M. Chen,Safety Log,Equipment startup for RTU-1. Successful - all parameters normal. Punch list items: damper actuator adjustment.,1,Cold,78,41
PRJ-2020-203,f215f99e,2020-07-10,K. Thompson,Issue Log,Installed 164 LF of duct on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,2,Clear,67,55
PRJ-2020-203,d7a6552a,2020-07-14,K. Thompson,Issue Log,Design discrepancy encountered: wrong size fittings delivered. Resolution: Resolved on site with GC. Impact: cost impact TBD.,4,Cloudy,75,41
PRJ-2020-203,46440cdd,2020-07-15,R. Williams,Issue Log,Access issue encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: none.,5,Cloudy,59,54
PRJ-2020-203,49126221,2020-07-16,M. Chen,Inspection Note,Installed 63 pipe hangers on floor 1. Passed QC inspection. Inspections needed: none.,5,Hot,62,53
PRJ-2020-203,b487b323,2020-07-17,K. Thompson,Issue Log,Working in mechanical room - 41% complete this zone. Remaining: insulation and startup.,5,Rain,83,74
PRJ-2020-203,a4d3423d,7/21/20,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 15.",3,Clear,59,44
PRJ-2020-203,bb2438d9,2020-07-22,K. Thompson,Issue Log,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Resolved on site with GC. Impact: cost impact TBD.,0,Clear,85,67
PRJ-2020-203,7f9cb2af,2020-07-23,J. Martinez,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 12.",5,Rain,86,50
PRJ-2020-203,34a7c5d1,2020-07-24,K. Thompson,Issue Log,Received delivery of sheet metal - 152 units. All accounted for. Staged at loading dock.,1,Clear,68,72
PRJ-2020-203,8334b013,2020-07-27,M. Chen,Coordination Note,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,2,Rain,97,71
PRJ-2020-203,77d16292,2020-07-28,R. Williams,Inspection Note,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,2,Cloudy,86,74
PRJ-2020-203,40bd2b4d,07/29/2020,R. Williams,Daily Report,TAB contractor on site - balancing AHU-1 supply. Initial readings: all zones balanced. Adjustments: sheave change AHU.,0,Hot,95,67
PRJ-2020-203,4abbf571,2020-07-30,M. Chen,Inspection Note,Installed 159 diffusers on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,2,Rain,91,55
PRJ-2020-203,0da6891b,2020-08-04,J. Martinez,Coordination Note,Working in penthouse - 94% complete this zone. Remaining: insulation and startup.,2,Rain,73,45
PRJ-2020-203,8566e145,2020-08-05,M. Chen,Safety Log,Working in mechanical room - 52% complete this zone. Remaining: final connections.,5,Cold,66,60
PRJ-2020-203,405d698b,2020-08-06,R. Williams,Coordination Note,Crew arrived 0700. Weather: Rain - indoor work only. 5 workers on site. Focus today: piping rough-in mechanical room. Behind schedule due to material delay.,5,Hot,63,58
PRJ-2020-203,d8bfda5d,2020-08-07,J. Martinez,Daily Report,Received delivery of sheet metal - 177 units. Matched PO. Staged at floor 3 staging.,1,Hot,89,43
PRJ-2020-203,3b9faa8d,2020-08-10,M. Chen,Daily Report,Installed 70 diffusers on floor 1. Passed QC inspection. Inspections needed: none.,0,Cloudy,60,40
PRJ-2020-203,f27b2c22,2020-08-11,J. Martinez,Issue Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Ran refrigerant lines to condensers.,2,Cloudy,64,39
PRJ-2020-203,a08e04b3,2020-08-12,M. Chen,Daily Report,Installed 129 diffusers on floor 1. Minor punch items noted. Inspections needed: rough-in Friday.,5,Hot,75,59
PRJ-2020-203,288e8566,2020-08-13,K. Thompson,Safety Log,"Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Rain,82,53
PRJ-2020-203,48592f63,2020-08-17,M. Chen,Coordination Note,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,1,Clear,82,46
PRJ-2020-203,325d13c3,2020-08-19,R. Williams,Coordination Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: none.,2,Cloudy,61,75
PRJ-2020-203,d5a42376,2020-08-20,R. Williams,Daily Report,Received delivery of insulation - 30 units. Short 2 boxes - claim filed. Staged at mechanical room.,1,Cloudy,81,70
PRJ-2020-203,ae68c7be,08/25/2020,M. Chen,Coordination Note,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,0,Clear,72,61
PRJ-2020-203,b615307a,08/28/2020,M. Chen,Coordination Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Completed piping pressure test - passed.,0,Hot,96,68
PRJ-2020-203,e6beb405,08/31/2020,R. Williams,Coordination Note,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",4,Cloudy,89,69
PRJ-2020-203,e668577b,2020-09-01,K. Thompson,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 14.",3,Cloudy,76,71
PRJ-2020-203,80a89ce7,09/02/2020,K. Thompson,Inspection Note,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,5,Hot,80,68
PRJ-2020-203,795631ef,09/03/2020,J. Martinez,Inspection Note,Received delivery of RTU - 80 units. Short 2 boxes - claim filed. Staged at mechanical room.,1,Cloudy,72,65
PRJ-2020-203,51ff7312,2020-09-04,M. Chen,Safety Log,Design discrepancy encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: cost impact TBD.,2,Clear,84,57
PRJ-2020-203,d58ad243,2020-09-08,K. Thompson,Daily Report,Received delivery of sheet metal - 12 units. Short 2 boxes - claim filed. Staged at loading dock.,2,Cold,59,49
PRJ-2020-203,3ca41fa1,2020-09-10,K. Thompson,Inspection Note,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,4,Cold,83,53
PRJ-2020-203,19088d65,2020-09-11,R. Williams,Inspection Note,Installed 195 VAV boxes on floor 1. Minor punch items noted. Inspections needed: rough-in Friday.,1,Cold,64,63
PRJ-2020-203,702882bd,2020-09-14,R. Williams,Safety Log,Crew arrived 0630. Weather: Rain - indoor work only. 15 workers on site. Focus today: equipment rigging. Good progress.,3,Rain,97,43
PRJ-2020-203,0cf98f02,2020-09-15,K. Thompson,Daily Report,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 8 workers on site. Focus today: ductwork installation Floor 3. Inspection passed.",1,Cold,92,65
PRJ-2020-203,fd5fed80,09/17/2020,J. Martinez,Inspection Note,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: 3 minor items.,0,Rain,65,69
PRJ-2020-203,7eb34fc2,2020-09-18,R. Williams,Daily Report,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: ahead 2 days. RFIs pending: 13.",5,Clear,59,65
PRJ-2020-203,0dec91a7,2020-09-23,K. Thompson,Coordination Note,Received delivery of VAV boxes - 101 units. Short 2 boxes - claim filed. Staged at mechanical room.,2,Clear,78,54
PRJ-2020-203,fe27985f,2020-09-24,R. Williams,Coordination Note,Installed 101 pipe hangers on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,1,Cold,96,46
PRJ-2020-203,e260be77,2020-09-25,M. Chen,Coordination Note,"Crew arrived 0600. Weather: Clear, 72°F. 4 workers on site. Focus today: startup AHU-2. Ahead of plan.",5,Rain,65,35
PRJ-2020-203,74854c03,9/29/20,M. Chen,Daily Report,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,1,Rain,60,75
PRJ-2020-203,fdb7b47e,10/01/2020,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Ran refrigerant lines to condensers.,3,Hot,81,54
PRJ-2020-203,4f7b913b,10/02/2020,J. Martinez,Coordination Note,Material issue encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: none.,3,Cloudy,79,48
PRJ-2020-203,1cbeaa30,2020-10-08,R. Williams,Inspection Note,Installed 121 pipe hangers on floor 1. Passed QC inspection. Inspections needed: none.,5,Rain,76,61
PRJ-2020-203,d45368d8,2020-10-09,J. Martinez,Daily Report,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",3,Rain,69,60
PRJ-2020-203,c1f89c02,2020-10-13,R. Williams,Coordination Note,Met with electrical foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,0,Cold,94,46
PRJ-2020-203,057f59d3,2020-10-14,K. Thompson,Safety Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,2,Rain,60,61
PRJ-2020-203,ada0c837,2020-10-16,R. Williams,Safety Log,Received delivery of RTU - 186 units. Matched PO. Staged at mechanical room.,4,Hot,55,74
PRJ-2020-203,651ffd20,2020-10-19,M. Chen,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 3.",4,Hot,94,65
PRJ-2020-203,dc60c5c3,10/20/20,K. Thompson,Safety Log,Material issue encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: 1 day delay.,0,Hot,98,44
PRJ-2020-203,13af9742,2020-10-21,J. Martinez,Coordination Note,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: 1 day delay.,1,Clear,99,55
PRJ-2020-203,d18f28e0,2020-10-22,J. Martinez,Issue Log,Equipment startup for AHU-2. Successful - all parameters normal. Punch list items: damper actuator adjustment.,4,Hot,93,44
PRJ-2020-203,a885a6bd,2020-10-23,J. Martinez,Safety Log,Received delivery of VAV boxes - 50 units. All accounted for. Staged at floor 3 staging.,5,Rain,57,59
PRJ-2020-203,d117034a,2020-10-26,J. Martinez,Safety Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,5,Cloudy,60,40
PRJ-2020-203,60211709,2020-10-27,M. Chen,Daily Report,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 7.",5,Rain,64,56
PRJ-2020-203,344c276a,2020-11-02,M. Chen,Safety Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,2,Cold,99,51
PRJ-2020-203,9745cc11,2020-11-06,K. Thompson,Issue Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,1,Rain,68,46
PRJ-2020-203,45b30073,2020-11-10,R. Williams,Safety Log,Received delivery of copper piping - 68 units. Short 2 boxes - claim filed. Staged at loading dock.,0,Cloudy,70,44
PRJ-2020-203,503d8e23,2020-11-11,K. Thompson,Daily Report,"Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Set 3 VAV boxes, awaiting controls.",5,Cold,69,57
PRJ-2020-203,99d2cbd0,2020-11-13,R. Williams,Safety Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: ahead 2 days. RFIs pending: 8.",2,Cloudy,58,65
PRJ-2020-203,6080d19e,11/16/2020,J. Martinez,Issue Log,"Crew arrived 0600. Weather: Clear, 72°F. 4 workers on site. Focus today: TAB work zones 1-4. Waiting on RFI response to proceed.",5,Cloudy,58,54
PRJ-2020-203,5d68bbf7,2020-11-19,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Continued ductwork installation per plan.,5,Cloudy,71,43
PRJ-2020-203,767a32f8,2020-11-20,R. Williams,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: ahead 2 days. RFIs pending: 11.",2,Hot,87,39
PRJ-2020-203,b4e71a1e,2020-11-23,R. Williams,Inspection Note,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: sheave change AHU.,2,Hot,85,41
PRJ-2020-203,4dd77e59,2020-11-24,R. Williams,Safety Log,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 16 workers on site. Focus today: TAB work zones 1-4. Behind schedule due to material delay.",4,Cold,72,67
PRJ-2020-203,f72596c2,2020-11-25,M. Chen,Inspection Note,Working in floors 4-6 - 79% complete this zone. Remaining: controls terminations.,1,Rain,93,62
PRJ-2020-203,09750391,2020-11-26,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: VFD reprogramming.,4,Hot,83,60
PRJ-2020-203,86b4c702,2020-11-30,R. Williams,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: ahead 2 days. RFIs pending: 13.",3,Cloudy,67,53
PRJ-2020-203,51a264c6,12/1/20,M. Chen,Coordination Note,Working in mechanical room - 41% complete this zone. Remaining: insulation and startup.,0,Cold,96,68
PRJ-2020-203,0c59f53f,2020-12-02,M. Chen,Coordination Note,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 6 workers on site. Focus today: equipment rigging. Behind schedule due to material delay.",3,Cloudy,64,64
PRJ-2020-203,3a538b78,2020-12-03,R. Williams,Daily Report,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,0,Cloudy,96,59
PRJ-2020-203,0fed2ca2,12/4/20,J. Martinez,Daily Report,Installed 172 diffusers on floor 1. Minor punch items noted. Inspections needed: pressure test Monday.,4,Hot,70,56
PRJ-2020-203,c19e82dd,2020-12-07,M. Chen,Safety Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: none.,4,Hot,58,45
PRJ-2020-203,e61c9546,12/11/20,K. Thompson,Coordination Note,Installed 19 LF of duct on floor 1. Passed QC inspection. Inspections needed: rough-in Friday.,1,Cold,55,43
PRJ-2020-203,1a8f10c0,2020-12-14,R. Williams,Inspection Note,Working in penthouse - 60% complete this zone. Remaining: final connections.,2,Cloudy,83,52
PRJ-2020-203,4e4ae716,2020-12-16,M. Chen,Daily Report,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,4,Clear,64,41
PRJ-2020-203,32b5f3cb,2020-12-18,M. Chen,Inspection Note,"Crew arrived 0700. Weather: Cold, 35°F. 16 workers on site. Focus today: ductwork installation Floor 3. Behind schedule due to material delay.",5,Hot,95,41
PRJ-2020-203,0fce9701,12/21/2020,R. Williams,Daily Report,Installed 30 LF of duct on floor 1. Rework required grid C-4. Inspections needed: rough-in Friday.,5,Cloudy,73,71
PRJ-2020-203,3ffcc91d,2020-12-23,K. Thompson,Issue Log,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: 3 minor items.,2,Cold,63,59
PRJ-2020-203,25c26983,2020-12-24,M. Chen,Safety Log,Working in penthouse - 87% complete this zone. Remaining: insulation and startup.,4,Clear,95,72
PRJ-2020-203,7dbcea88,2020-12-25,K. Thompson,Inspection Note,Working in Zone 3 - 48% complete this zone. Remaining: diffusers and connections.,2,Cloudy,84,68
PRJ-2020-203,d5cf7960,2020-12-28,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,1,Hot,94,67
PRJ-2020-203,11f73b75,2020-12-29,K. Thompson,Issue Log,Working in mechanical room - 52% complete this zone. Remaining: controls terminations.,0,Hot,82,50
PRJ-2020-203,5c63f44f,2020-12-30,K. Thompson,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 8.",4,Hot,66,48
PRJ-2020-203,285c12af,2021-01-01,M. Chen,Issue Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: CFM within 5% of design. Adjustments: none required.,0,Rain,69,58
PRJ-2020-203,5696d6da,2021-01-04,R. Williams,Coordination Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: schedule neutral.,1,Hot,84,51
PRJ-2020-203,c9381108,2021-01-06,K. Thompson,Inspection Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Completed piping pressure test - passed.,5,Hot,63,48
PRJ-2020-203,0ff73de3,2021-01-08,K. Thompson,Coordination Note,Equipment startup for AHU-2. Delayed - controls not ready. Punch list items: 3 minor items.,5,Clear,64,36
PRJ-2020-203,3d931e3f,2021-01-11,J. Martinez,Coordination Note,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,4,Hot,57,67
PRJ-2020-203,3cfc663c,2021-01-12,K. Thompson,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: VFD reprogramming.,2,Cold,92,38
PRJ-2020-203,4586c5c3,2021-01-18,J. Martinez,Inspection Note,Working in penthouse - 71% complete this zone. Remaining: diffusers and connections.,2,Hot,90,68
PRJ-2020-203,ca13de0b,01/20/2021,K. Thompson,Inspection Note,"Crew arrived 0630. Weather: Clear, 72°F. 11 workers on site. Focus today: hanging VAV boxes wing B. Good progress.",5,Clear,74,42
PRJ-2020-203,0d8ba1c5,2021-01-22,M. Chen,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 12.",5,Rain,63,46
PRJ-2020-203,406426a8,2021-01-25,J. Martinez,Inspection Note,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 8 workers on site. Focus today: startup AHU-2. Waiting on RFI response to proceed.",5,Cold,86,54
PRJ-2020-203,05eb8ab4,1/27/21,R. Williams,Coordination Note,Crew arrived 0630. Weather: Rain - indoor work only. 8 workers on site. Focus today: startup AHU-2. Good progress.,1,Hot,71,68
PRJ-2020-203,d1e1c62f,01/29/2021,M. Chen,Coordination Note,Working in floors 4-6 - 51% complete this zone. Remaining: insulation and startup.,4,Cloudy,100,58
PRJ-2020-203,db463888,2021-02-02,M. Chen,Daily Report,Working in floors 4-6 - 52% complete this zone. Remaining: insulation and startup.,2,Cold,98,38
PRJ-2020-203,61be1582,2021-02-03,M. Chen,Daily Report,Working in penthouse - 64% complete this zone. Remaining: diffusers and connections.,0,Cloudy,68,49
PRJ-2020-203,9c7b81dd,2021-02-04,M. Chen,Issue Log,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,1,Rain,56,52
PRJ-2020-203,b0c2bf6c,2021-02-05,K. Thompson,Safety Log,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 7 workers on site. Focus today: TAB work zones 1-4. Waiting on RFI response to proceed.",5,Clear,93,74
PRJ-2020-203,ed2cc90a,2021-02-08,K. Thompson,Daily Report,Received delivery of RTU - 172 units. Matched PO. Staged at floor 3 staging.,2,Cold,76,49
PRJ-2020-203,383f1f66,2021-02-09,M. Chen,Safety Log,Working in penthouse - 88% complete this zone. Remaining: final connections.,3,Cloudy,68,60
PRJ-2020-203,bdedfb47,2021-02-11,M. Chen,Inspection Note,Crew arrived 0700. Weather: Rain - indoor work only. 15 workers on site. Focus today: startup AHU-2. Inspection passed.,2,Rain,74,65
PRJ-2020-203,5c864d1c,2021-02-12,K. Thompson,Inspection Note,Working in penthouse - 68% complete this zone. Remaining: final connections.,4,Clear,88,54
PRJ-2020-203,1ae8defc,2021-02-15,J. Martinez,Daily Report,Working in Zone 3 - 50% complete this zone. Remaining: insulation and startup.,2,Rain,59,47
PRJ-2020-203,28cf8611,2021-02-17,J. Martinez,Coordination Note,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Awaiting engineer response. Impact: cost impact TBD.,0,Cloudy,79,68
PRJ-2020-203,bddafb53,2021-02-18,K. Thompson,Safety Log,Coordination conflict encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: schedule neutral.,0,Cloudy,92,48
PRJ-2020-203,f2f2d7a4,02/19/2021,M. Chen,Daily Report,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: none.,5,Hot,80,35
PRJ-2020-203,59bf9720,2/22/21,K. Thompson,Safety Log,Material issue encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: 1 day delay.,0,Cloudy,60,75
PRJ-2020-203,709d0942,2021-02-23,K. Thompson,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 12.",4,Cloudy,95,67
PRJ-2020-203,c5998b95,2021-02-24,M. Chen,Daily Report,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,3,Hot,78,43
PRJ-2020-203,11ed95a2,02/25/2021,J. Martinez,Daily Report,Working in mechanical room - 92% complete this zone. Remaining: final connections.,4,Cold,92,66
PRJ-2020-203,807ecb25,2021-02-26,M. Chen,Coordination Note,Working in penthouse - 51% complete this zone. Remaining: controls terminations.,0,Hot,62,62
PRJ-2020-203,acd66801,2021-03-01,R. Williams,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 8.",3,Cloudy,60,63
PRJ-2020-203,9a28a48d,2021-03-02,R. Williams,Daily Report,Installed 29 VAV boxes on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,2,Cloudy,100,53
PRJ-2020-203,0b6b3976,2021-03-03,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,2,Cloudy,72,61
PRJ-2020-203,317a902c,2021-03-04,J. Martinez,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 11.",2,Cloudy,93,60
PRJ-2020-203,8410a25d,03/05/2021,K. Thompson,Safety Log,"Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Set 3 VAV boxes, awaiting controls.",1,Hot,98,70
PRJ-2020-203,946ba32c,2021-03-08,R. Williams,Issue Log,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,1,Clear,70,68
PRJ-2020-203,01986d82,2021-03-09,K. Thompson,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,2,Rain,95,57
PRJ-2020-203,e9beb70f,2021-03-10,R. Williams,Inspection Note,Working in penthouse - 89% complete this zone. Remaining: diffusers and connections.,3,Clear,74,53
PRJ-2020-203,2d701d53,2021-03-11,R. Williams,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: none required.,5,Rain,97,59
PRJ-2020-203,ca000da3,03/12/2021,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,2,Cold,87,65
PRJ-2020-203,4d3207ee,2021-03-15,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,2,Clear,65,50
PRJ-2020-203,4ed8ea52,2021-03-16,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Continued ductwork installation per plan.,2,Hot,89,42
PRJ-2020-203,01abc6de,3/17/21,M. Chen,Inspection Note,Working in basement - 56% complete this zone. Remaining: insulation and startup.,3,Clear,95,35
PRJ-2020-203,cbbd2caa,2021-03-18,M. Chen,Inspection Note,Design discrepancy encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: schedule neutral.,5,Cold,55,41
PRJ-2020-203,586d97e1,2021-03-19,J. Martinez,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 13.",0,Hot,86,63
PRJ-2020-203,ab667f41,2021-03-22,M. Chen,Coordination Note,Installed 184 VAV boxes on floor 1. Passed QC inspection. Inspections needed: none.,4,Cloudy,68,35
PRJ-2020-203,636c6c4e,2021-03-23,R. Williams,Issue Log,Received delivery of VAV boxes - 131 units. All accounted for. Staged at loading dock.,2,Rain,79,53
PRJ-2020-203,2d7f36e4,2021-03-24,J. Martinez,Coordination Note,Design discrepancy encountered: wrong size fittings delivered. Resolution: Resolved on site with GC. Impact: cost impact TBD.,1,Cloudy,92,63
PRJ-2020-203,05408e32,2021-03-25,J. Martinez,Daily Report,Working in penthouse - 74% complete this zone. Remaining: controls terminations.,4,Clear,68,50
PRJ-2020-203,c56f3cd2,3/26/21,J. Martinez,Safety Log,Working in basement - 41% complete this zone. Remaining: final connections.,1,Rain,68,64
PRJ-2020-203,b3897b1d,03/30/2021,K. Thompson,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 12.",1,Cold,76,35
